count,mean,min,max,stdev,sem,var,cv,skew,kurt,p25,p50,p75,p95,p99
2160.000000,4.503947,0.000000,22.325000,5.853057,0.125938,34.258272,1.299539,1.079981,-0.228717,0.125000,0.833333,8.867708,16.545833,19.247542
