category,day_of_week,bin_of_day,category,day_of_week,bin_of_day,count,mean,stdev,sem,cv,var,skew,kurt,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95,p975,p99
ART,0,0,,,,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ART,0,1,,,,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ART,0,2,,,,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ART,0,3,,,,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ART,0,4,,,,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ART,0,5,,,,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ART,0,6,,,,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ART,0,7,,,,13.000000,3.307692,1.315587,0.364878,0.397736,1.730769,-1.191618,2.516310,3.000000,3.600000,4.000000,4.000000,4.000000,4.000000,4.000000,4.200000,4.800000,5.000000,5.000000,5.000000
ART,0,8,,,,13.000000,4.461538,1.853617,0.514101,0.415466,3.435897,-0.902559,1.847759,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.600000,6.200000,6.800000,7.000000,7.000000,7.000000
ART,0,9,,,,13.000000,3.769231,1.877669,0.520772,0.498157,3.525641,-0.766908,-0.268372,4.000000,4.600000,5.000000,5.000000,5.000000,5.000000,5.000000,5.200000,5.800000,6.000000,6.000000,6.000000
ART,0,10,,,,13.000000,2.769231,1.690850,0.468957,0.610585,2.858974,-0.429640,-0.814451,3.000000,3.000000,3.200000,3.800000,4.000000,4.000000,4.000000,4.200000,4.800000,5.000000,5.000000,5.000000
ART,0,11,,,,13.000000,3.230769,1.235168,0.342574,0.382314,1.525641,-1.454693,3.347414,3.000000,3.600000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.400000,4.700000,4.880000
ART,0,12,,,,13.000000,3.076923,1.800997,0.499507,0.585324,3.243590,0.472250,0.856129,3.000000,3.000000,3.200000,3.800000,4.000000,4.000000,4.000000,4.200000,4.800000,5.800000,6.400000,6.760000
ART,0,13,,,,13.000000,2.615385,2.063107,0.572203,0.788835,4.256410,0.411310,-0.975914,2.000000,2.600000,3.200000,3.800000,4.000000,4.000000,4.000000,4.400000,5.600000,6.000000,6.000000,6.000000
ART,0,14,,,,13.000000,2.384615,1.445595,0.400936,0.606217,2.089744,-0.217597,-0.052470,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.200000,3.800000,4.400000,4.700000,4.880000
ART,0,15,,,,13.000000,1.000000,0.707107,0.196116,0.707107,0.500000,0.000000,-0.618182,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.600000,2.000000,2.000000,2.000000,2.000000,2.000000
ART,0,16,,,,13.000000,0.384615,0.869718,0.241217,2.261268,0.756410,2.662782,7.469797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,1.000000,1.000000,1.800000,2.400000,2.760000
ART,0,17,,,,13.000000,0.230769,0.438529,0.121626,1.900292,0.192308,1.451132,0.094545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,1.000000,1.000000,1.000000,1.000000,1.000000
ART,0,18,,,,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ART,0,19,,,,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ART,0,20,,,,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ART,0,21,,,,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
