PatType,Severity,datetime,arrivals,departures,occupancy,day_of_week,dow_name,bin_of_day,bin_of_week
ART,1,1996-01-01 00:00:00,0.000000,0.000000,0.000000,0,Monday,0,0
ART,1,1996-01-01 01:00:00,0.000000,0.000000,0.000000,0,Monday,1,1
ART,1,1996-01-01 02:00:00,0.000000,0.000000,0.000000,0,Monday,2,2
ART,1,1996-01-01 03:00:00,0.000000,0.000000,0.000000,0,Monday,3,3
ART,1,1996-01-01 04:00:00,0.000000,0.000000,0.000000,0,Monday,4,4
ART,1,1996-01-01 05:00:00,0.000000,0.000000,0.000000,0,Monday,5,5
ART,1,1996-01-01 06:00:00,0.000000,0.000000,0.000000,0,Monday,6,6
ART,1,1996-01-01 07:00:00,0.000000,0.000000,0.000000,0,Monday,7,7
ART,1,1996-01-01 08:00:00,0.000000,0.000000,0.000000,0,Monday,8,8
ART,1,1996-01-01 09:00:00,0.000000,0.000000,0.000000,0,Monday,9,9
ART,1,1996-01-01 10:00:00,0.000000,0.000000,0.000000,0,Monday,10,10
ART,1,1996-01-01 11:00:00,0.000000,0.000000,0.000000,0,Monday,11,11
ART,1,1996-01-01 12:00:00,0.000000,0.000000,0.000000,0,Monday,12,12
ART,1,1996-01-01 13:00:00,0.000000,0.000000,0.000000,0,Monday,13,13
ART,1,1996-01-01 14:00:00,0.000000,0.000000,0.000000,0,Monday,14,14
ART,1,1996-01-01 15:00:00,0.000000,0.000000,0.000000,0,Monday,15,15
ART,1,1996-01-01 16:00:00,0.000000,0.000000,0.000000,0,Monday,16,16
ART,1,1996-01-01 17:00:00,0.000000,0.000000,0.000000,0,Monday,17,17
ART,1,1996-01-01 18:00:00,0.000000,0.000000,0.000000,0,Monday,18,18
ART,1,1996-01-01 19:00:00,0.000000,0.000000,0.000000,0,Monday,19,19
ART,1,1996-01-01 20:00:00,0.000000,0.000000,0.000000,0,Monday,20,20
ART,1,1996-01-01 21:00:00,0.000000,0.000000,0.000000,0,Monday,21,21
ART,1,1996-01-01 22:00:00,0.000000,0.000000,0.000000,0,Monday,22,22
ART,1,1996-01-01 23:00:00,0.000000,0.000000,0.000000,0,Monday,23,23
ART,1,1996-01-02 00:00:00,0.000000,0.000000,0.000000,1,Tuesday,0,24
ART,1,1996-01-02 01:00:00,0.000000,0.000000,0.000000,1,Tuesday,1,25
ART,1,1996-01-02 02:00:00,0.000000,0.000000,0.000000,1,Tuesday,2,26
ART,1,1996-01-02 03:00:00,0.000000,0.000000,0.000000,1,Tuesday,3,27
ART,1,1996-01-02 04:00:00,0.000000,0.000000,0.000000,1,Tuesday,4,28
ART,1,1996-01-02 05:00:00,0.000000,0.000000,0.000000,1,Tuesday,5,29
ART,1,1996-01-02 06:00:00,1.000000,0.000000,0.083333,1,Tuesday,6,30
ART,1,1996-01-02 07:00:00,4.000000,0.000000,3.100000,1,Tuesday,7,31
ART,1,1996-01-02 08:00:00,2.000000,5.000000,4.966667,1,Tuesday,8,32
ART,1,1996-01-02 09:00:00,1.000000,1.000000,1.816667,1,Tuesday,9,33
ART,1,1996-01-02 10:00:00,1.000000,1.000000,1.616667,1,Tuesday,10,34
ART,1,1996-01-02 11:00:00,3.000000,1.000000,2.650000,1,Tuesday,11,35
ART,1,1996-01-02 12:00:00,0.000000,3.000000,3.000000,1,Tuesday,12,36
ART,1,1996-01-02 13:00:00,1.000000,1.000000,1.466667,1,Tuesday,13,37
ART,1,1996-01-02 14:00:00,0.000000,1.000000,0.516667,1,Tuesday,14,38
ART,1,1996-01-02 15:00:00,0.000000,0.000000,0.000000,1,Tuesday,15,39
ART,1,1996-01-02 16:00:00,0.000000,0.000000,0.000000,1,Tuesday,16,40
ART,1,1996-01-02 17:00:00,0.000000,0.000000,0.000000,1,Tuesday,17,41
ART,1,1996-01-02 18:00:00,0.000000,0.000000,0.000000,1,Tuesday,18,42
ART,1,1996-01-02 19:00:00,0.000000,0.000000,0.000000,1,Tuesday,19,43
ART,1,1996-01-02 20:00:00,0.000000,0.000000,0.000000,1,Tuesday,20,44
ART,1,1996-01-02 21:00:00,0.000000,0.000000,0.000000,1,Tuesday,21,45
ART,1,1996-01-02 22:00:00,0.000000,0.000000,0.000000,1,Tuesday,22,46
ART,1,1996-01-02 23:00:00,0.000000,0.000000,0.000000,1,Tuesday,23,47
ART,1,1996-01-03 00:00:00,0.000000,0.000000,0.000000,2,Wednesday,0,48
ART,1,1996-01-03 01:00:00,0.000000,0.000000,0.000000,2,Wednesday,1,49
ART,1,1996-01-03 02:00:00,0.000000,0.000000,0.000000,2,Wednesday,2,50
ART,1,1996-01-03 03:00:00,0.000000,0.000000,0.000000,2,Wednesday,3,51
ART,1,1996-01-03 04:00:00,0.000000,0.000000,0.000000,2,Wednesday,4,52
ART,1,1996-01-03 05:00:00,0.000000,0.000000,0.000000,2,Wednesday,5,53
ART,1,1996-01-03 06:00:00,3.000000,0.000000,1.366667,2,Wednesday,6,54
ART,1,1996-01-03 07:00:00,1.000000,2.000000,3.483333,2,Wednesday,7,55
ART,1,1996-01-03 08:00:00,0.000000,2.000000,0.250000,2,Wednesday,8,56
ART,1,1996-01-03 09:00:00,3.000000,0.000000,1.966667,2,Wednesday,9,57
ART,1,1996-01-03 10:00:00,1.000000,2.000000,1.883333,2,Wednesday,10,58
ART,1,1996-01-03 11:00:00,1.000000,1.000000,1.950000,2,Wednesday,11,59
ART,1,1996-01-03 12:00:00,1.000000,1.000000,2.100000,2,Wednesday,12,60
ART,1,1996-01-03 13:00:00,0.000000,2.000000,1.000000,2,Wednesday,13,61
ART,1,1996-01-03 14:00:00,0.000000,0.000000,0.000000,2,Wednesday,14,62
ART,1,1996-01-03 15:00:00,0.000000,0.000000,0.000000,2,Wednesday,15,63
ART,1,1996-01-03 16:00:00,0.000000,0.000000,0.000000,2,Wednesday,16,64
ART,1,1996-01-03 17:00:00,0.000000,0.000000,0.000000,2,Wednesday,17,65
ART,1,1996-01-03 18:00:00,0.000000,0.000000,0.000000,2,Wednesday,18,66
ART,1,1996-01-03 19:00:00,0.000000,0.000000,0.000000,2,Wednesday,19,67
ART,1,1996-01-03 20:00:00,0.000000,0.000000,0.000000,2,Wednesday,20,68
ART,1,1996-01-03 21:00:00,0.000000,0.000000,0.000000,2,Wednesday,21,69
ART,1,1996-01-03 22:00:00,0.000000,0.000000,0.000000,2,Wednesday,22,70
ART,1,1996-01-03 23:00:00,0.000000,0.000000,0.000000,2,Wednesday,23,71
ART,1,1996-01-04 00:00:00,0.000000,0.000000,0.000000,3,Thursday,0,72
ART,1,1996-01-04 01:00:00,0.000000,0.000000,0.000000,3,Thursday,1,73
ART,1,1996-01-04 02:00:00,0.000000,0.000000,0.000000,3,Thursday,2,74
ART,1,1996-01-04 03:00:00,0.000000,0.000000,0.000000,3,Thursday,3,75
ART,1,1996-01-04 04:00:00,0.000000,0.000000,0.000000,3,Thursday,4,76
ART,1,1996-01-04 05:00:00,0.000000,0.000000,0.000000,3,Thursday,5,77
ART,1,1996-01-04 06:00:00,1.000000,0.000000,0.233333,3,Thursday,6,78
ART,1,1996-01-04 07:00:00,1.000000,0.000000,1.016667,3,Thursday,7,79
ART,1,1996-01-04 08:00:00,2.000000,1.000000,1.950000,3,Thursday,8,80
ART,1,1996-01-04 09:00:00,2.000000,2.000000,2.683333,3,Thursday,9,81
ART,1,1996-01-04 10:00:00,2.000000,2.000000,3.433333,3,Thursday,10,82
ART,1,1996-01-04 11:00:00,1.000000,3.000000,2.516667,3,Thursday,11,83
ART,1,1996-01-04 12:00:00,2.000000,1.000000,1.766667,3,Thursday,12,84
ART,1,1996-01-04 13:00:00,0.000000,1.000000,1.250000,3,Thursday,13,85
ART,1,1996-01-04 14:00:00,0.000000,1.000000,0.166667,3,Thursday,14,86
ART,1,1996-01-04 15:00:00,0.000000,0.000000,0.000000,3,Thursday,15,87
ART,1,1996-01-04 16:00:00,0.000000,0.000000,0.000000,3,Thursday,16,88
ART,1,1996-01-04 17:00:00,0.000000,0.000000,0.000000,3,Thursday,17,89
ART,1,1996-01-04 18:00:00,0.000000,0.000000,0.000000,3,Thursday,18,90
ART,1,1996-01-04 19:00:00,0.000000,0.000000,0.000000,3,Thursday,19,91
ART,1,1996-01-04 20:00:00,0.000000,0.000000,0.000000,3,Thursday,20,92
ART,1,1996-01-04 21:00:00,0.000000,0.000000,0.000000,3,Thursday,21,93
ART,1,1996-01-04 22:00:00,0.000000,0.000000,0.000000,3,Thursday,22,94
ART,1,1996-01-04 23:00:00,0.000000,0.000000,0.000000,3,Thursday,23,95
ART,1,1996-01-05 00:00:00,0.000000,0.000000,0.000000,4,Friday,0,96
ART,1,1996-01-05 01:00:00,0.000000,0.000000,0.000000,4,Friday,1,97
ART,1,1996-01-05 02:00:00,0.000000,0.000000,0.000000,4,Friday,2,98
ART,1,1996-01-05 03:00:00,0.000000,0.000000,0.000000,4,Friday,3,99
ART,1,1996-01-05 04:00:00,0.000000,0.000000,0.000000,4,Friday,4,100
ART,1,1996-01-05 05:00:00,1.000000,0.000000,0.033333,4,Friday,5,101
ART,1,1996-01-05 06:00:00,2.000000,0.000000,1.883333,4,Friday,6,102
ART,1,1996-01-05 07:00:00,4.000000,2.000000,4.000000,4,Friday,7,103
ART,1,1996-01-05 08:00:00,2.000000,4.000000,3.866667,4,Friday,8,104
ART,1,1996-01-05 09:00:00,2.000000,1.000000,2.833333,4,Friday,9,105
ART,1,1996-01-05 10:00:00,3.000000,4.000000,4.083333,4,Friday,10,106
ART,1,1996-01-05 11:00:00,1.000000,1.000000,3.350000,4,Friday,11,107
ART,1,1996-01-05 12:00:00,2.000000,3.000000,1.650000,4,Friday,12,108
ART,1,1996-01-05 13:00:00,1.000000,1.000000,1.983333,4,Friday,13,109
ART,1,1996-01-05 14:00:00,0.000000,1.000000,1.333333,4,Friday,14,110
ART,1,1996-01-05 15:00:00,0.000000,1.000000,0.166667,4,Friday,15,111
ART,1,1996-01-05 16:00:00,0.000000,0.000000,0.000000,4,Friday,16,112
ART,1,1996-01-05 17:00:00,0.000000,0.000000,0.000000,4,Friday,17,113
ART,1,1996-01-05 18:00:00,0.000000,0.000000,0.000000,4,Friday,18,114
ART,1,1996-01-05 19:00:00,0.000000,0.000000,0.000000,4,Friday,19,115
ART,1,1996-01-05 20:00:00,0.000000,0.000000,0.000000,4,Friday,20,116
ART,1,1996-01-05 21:00:00,0.000000,0.000000,0.000000,4,Friday,21,117
ART,1,1996-01-05 22:00:00,0.000000,0.000000,0.000000,4,Friday,22,118
ART,1,1996-01-05 23:00:00,0.000000,0.000000,0.000000,4,Friday,23,119
ART,1,1996-01-06 00:00:00,0.000000,0.000000,0.000000,5,Saturday,0,120
ART,1,1996-01-06 01:00:00,0.000000,0.000000,0.000000,5,Saturday,1,121
ART,1,1996-01-06 02:00:00,0.000000,0.000000,0.000000,5,Saturday,2,122
ART,1,1996-01-06 03:00:00,0.000000,0.000000,0.000000,5,Saturday,3,123
ART,1,1996-01-06 04:00:00,0.000000,0.000000,0.000000,5,Saturday,4,124
ART,1,1996-01-06 05:00:00,0.000000,0.000000,0.000000,5,Saturday,5,125
ART,1,1996-01-06 06:00:00,0.000000,0.000000,0.000000,5,Saturday,6,126
ART,1,1996-01-06 07:00:00,0.000000,0.000000,0.000000,5,Saturday,7,127
ART,1,1996-01-06 08:00:00,0.000000,0.000000,0.000000,5,Saturday,8,128
ART,1,1996-01-06 09:00:00,0.000000,0.000000,0.000000,5,Saturday,9,129
ART,1,1996-01-06 10:00:00,0.000000,0.000000,0.000000,5,Saturday,10,130
ART,1,1996-01-06 11:00:00,0.000000,0.000000,0.000000,5,Saturday,11,131
ART,1,1996-01-06 12:00:00,0.000000,0.000000,0.000000,5,Saturday,12,132
ART,1,1996-01-06 13:00:00,0.000000,0.000000,0.000000,5,Saturday,13,133
ART,1,1996-01-06 14:00:00,0.000000,0.000000,0.000000,5,Saturday,14,134
ART,1,1996-01-06 15:00:00,0.000000,0.000000,0.000000,5,Saturday,15,135
ART,1,1996-01-06 16:00:00,0.000000,0.000000,0.000000,5,Saturday,16,136
ART,1,1996-01-06 17:00:00,0.000000,0.000000,0.000000,5,Saturday,17,137
ART,1,1996-01-06 18:00:00,0.000000,0.000000,0.000000,5,Saturday,18,138
ART,1,1996-01-06 19:00:00,0.000000,0.000000,0.000000,5,Saturday,19,139
ART,1,1996-01-06 20:00:00,0.000000,0.000000,0.000000,5,Saturday,20,140
ART,1,1996-01-06 21:00:00,0.000000,0.000000,0.000000,5,Saturday,21,141
ART,1,1996-01-06 22:00:00,0.000000,0.000000,0.000000,5,Saturday,22,142
ART,1,1996-01-06 23:00:00,0.000000,0.000000,0.000000,5,Saturday,23,143
ART,1,1996-01-07 00:00:00,0.000000,0.000000,0.000000,6,Sunday,0,144
ART,1,1996-01-07 01:00:00,0.000000,0.000000,0.000000,6,Sunday,1,145
ART,1,1996-01-07 02:00:00,0.000000,0.000000,0.000000,6,Sunday,2,146
ART,1,1996-01-07 03:00:00,0.000000,0.000000,0.000000,6,Sunday,3,147
ART,1,1996-01-07 04:00:00,0.000000,0.000000,0.000000,6,Sunday,4,148
ART,1,1996-01-07 05:00:00,0.000000,0.000000,0.000000,6,Sunday,5,149
ART,1,1996-01-07 06:00:00,0.000000,0.000000,0.000000,6,Sunday,6,150
ART,1,1996-01-07 07:00:00,0.000000,0.000000,0.000000,6,Sunday,7,151
ART,1,1996-01-07 08:00:00,0.000000,0.000000,0.000000,6,Sunday,8,152
ART,1,1996-01-07 09:00:00,0.000000,0.000000,0.000000,6,Sunday,9,153
ART,1,1996-01-07 10:00:00,0.000000,0.000000,0.000000,6,Sunday,10,154
ART,1,1996-01-07 11:00:00,0.000000,0.000000,0.000000,6,Sunday,11,155
ART,1,1996-01-07 12:00:00,0.000000,0.000000,0.000000,6,Sunday,12,156
ART,1,1996-01-07 13:00:00,0.000000,0.000000,0.000000,6,Sunday,13,157
ART,1,1996-01-07 14:00:00,0.000000,0.000000,0.000000,6,Sunday,14,158
ART,1,1996-01-07 15:00:00,0.000000,0.000000,0.000000,6,Sunday,15,159
ART,1,1996-01-07 16:00:00,0.000000,0.000000,0.000000,6,Sunday,16,160
ART,1,1996-01-07 17:00:00,0.000000,0.000000,0.000000,6,Sunday,17,161
ART,1,1996-01-07 18:00:00,0.000000,0.000000,0.000000,6,Sunday,18,162
ART,1,1996-01-07 19:00:00,0.000000,0.000000,0.000000,6,Sunday,19,163
ART,1,1996-01-07 20:00:00,0.000000,0.000000,0.000000,6,Sunday,20,164
ART,1,1996-01-07 21:00:00,0.000000,0.000000,0.000000,6,Sunday,21,165
ART,1,1996-01-07 22:00:00,0.000000,0.000000,0.000000,6,Sunday,22,166
ART,1,1996-01-07 23:00:00,0.000000,0.000000,0.000000,6,Sunday,23,167
ART,1,1996-01-08 00:00:00,0.000000,0.000000,0.000000,0,Monday,0,0
ART,1,1996-01-08 01:00:00,0.000000,0.000000,0.000000,0,Monday,1,1
ART,1,1996-01-08 02:00:00,0.000000,0.000000,0.000000,0,Monday,2,2
ART,1,1996-01-08 03:00:00,0.000000,0.000000,0.000000,0,Monday,3,3
ART,1,1996-01-08 04:00:00,0.000000,0.000000,0.000000,0,Monday,4,4
ART,1,1996-01-08 05:00:00,0.000000,0.000000,0.000000,0,Monday,5,5
ART,1,1996-01-08 06:00:00,5.000000,0.000000,2.650000,0,Monday,6,6
ART,1,1996-01-08 07:00:00,1.000000,2.000000,4.916667,0,Monday,7,7
ART,1,1996-01-08 08:00:00,2.000000,3.000000,2.466667,0,Monday,8,8
ART,1,1996-01-08 09:00:00,0.000000,1.000000,2.250000,0,Monday,9,9
ART,1,1996-01-08 10:00:00,1.000000,2.000000,1.550000,0,Monday,10,10
ART,1,1996-01-08 11:00:00,1.000000,1.000000,0.733333,0,Monday,11,11
ART,1,1996-01-08 12:00:00,1.000000,1.000000,0.816667,0,Monday,12,12
ART,1,1996-01-08 13:00:00,0.000000,0.000000,1.000000,0,Monday,13,13
ART,1,1996-01-08 14:00:00,0.000000,1.000000,0.500000,0,Monday,14,14
ART,1,1996-01-08 15:00:00,0.000000,0.000000,0.000000,0,Monday,15,15
ART,1,1996-01-08 16:00:00,0.000000,0.000000,0.000000,0,Monday,16,16
ART,1,1996-01-08 17:00:00,0.000000,0.000000,0.000000,0,Monday,17,17
ART,1,1996-01-08 18:00:00,0.000000,0.000000,0.000000,0,Monday,18,18
ART,1,1996-01-08 19:00:00,0.000000,0.000000,0.000000,0,Monday,19,19
ART,1,1996-01-08 20:00:00,0.000000,0.000000,0.000000,0,Monday,20,20
ART,1,1996-01-08 21:00:00,0.000000,0.000000,0.000000,0,Monday,21,21
ART,1,1996-01-08 22:00:00,0.000000,0.000000,0.000000,0,Monday,22,22
ART,1,1996-01-08 23:00:00,0.000000,0.000000,0.000000,0,Monday,23,23
ART,1,1996-01-09 00:00:00,0.000000,0.000000,0.000000,1,Tuesday,0,24
ART,1,1996-01-09 01:00:00,0.000000,0.000000,0.000000,1,Tuesday,1,25
ART,1,1996-01-09 02:00:00,0.000000,0.000000,0.000000,1,Tuesday,2,26
ART,1,1996-01-09 03:00:00,0.000000,0.000000,0.000000,1,Tuesday,3,27
ART,1,1996-01-09 04:00:00,0.000000,0.000000,0.000000,1,Tuesday,4,28
ART,1,1996-01-09 05:00:00,0.000000,0.000000,0.000000,1,Tuesday,5,29
ART,1,1996-01-09 06:00:00,1.000000,0.000000,0.233333,1,Tuesday,6,30
ART,1,1996-01-09 07:00:00,3.000000,0.000000,2.183333,1,Tuesday,7,31
ART,1,1996-01-09 08:00:00,0.000000,3.000000,3.083333,1,Tuesday,8,32
ART,1,1996-01-09 09:00:00,1.000000,1.000000,0.250000,1,Tuesday,9,33
ART,1,1996-01-09 10:00:00,2.000000,0.000000,2.650000,1,Tuesday,10,34
ART,1,1996-01-09 11:00:00,0.000000,3.000000,1.583333,1,Tuesday,11,35
ART,1,1996-01-09 12:00:00,2.000000,0.000000,1.233333,1,Tuesday,12,36
ART,1,1996-01-09 13:00:00,0.000000,2.000000,1.333333,1,Tuesday,13,37
ART,1,1996-01-09 14:00:00,0.000000,0.000000,0.000000,1,Tuesday,14,38
ART,1,1996-01-09 15:00:00,1.000000,0.000000,0.783333,1,Tuesday,15,39
ART,1,1996-01-09 16:00:00,0.000000,1.000000,0.250000,1,Tuesday,16,40
ART,1,1996-01-09 17:00:00,0.000000,0.000000,0.000000,1,Tuesday,17,41
ART,1,1996-01-09 18:00:00,0.000000,0.000000,0.000000,1,Tuesday,18,42
ART,1,1996-01-09 19:00:00,0.000000,0.000000,0.000000,1,Tuesday,19,43
ART,1,1996-01-09 20:00:00,0.000000,0.000000,0.000000,1,Tuesday,20,44
ART,1,1996-01-09 21:00:00,0.000000,0.000000,0.000000,1,Tuesday,21,45
ART,1,1996-01-09 22:00:00,0.000000,0.000000,0.000000,1,Tuesday,22,46
ART,1,1996-01-09 23:00:00,0.000000,0.000000,0.000000,1,Tuesday,23,47
ART,1,1996-01-10 00:00:00,0.000000,0.000000,0.000000,2,Wednesday,0,48
ART,1,1996-01-10 01:00:00,0.000000,0.000000,0.000000,2,Wednesday,1,49
ART,1,1996-01-10 02:00:00,0.000000,0.000000,0.000000,2,Wednesday,2,50
ART,1,1996-01-10 03:00:00,0.000000,0.000000,0.000000,2,Wednesday,3,51
ART,1,1996-01-10 04:00:00,0.000000,0.000000,0.000000,2,Wednesday,4,52
ART,1,1996-01-10 05:00:00,1.000000,0.000000,0.266667,2,Wednesday,5,53
ART,1,1996-01-10 06:00:00,2.000000,0.000000,2.183333,2,Wednesday,6,54
ART,1,1996-01-10 07:00:00,1.000000,3.000000,2.383333,2,Wednesday,7,55
ART,1,1996-01-10 08:00:00,2.000000,1.000000,1.450000,2,Wednesday,8,56
ART,1,1996-01-10 09:00:00,2.000000,0.000000,2.750000,2,Wednesday,9,57
ART,1,1996-01-10 10:00:00,1.000000,3.000000,3.283333,2,Wednesday,10,58
ART,1,1996-01-10 11:00:00,1.000000,2.000000,0.950000,2,Wednesday,11,59
ART,1,1996-01-10 12:00:00,0.000000,1.000000,0.916667,2,Wednesday,12,60
ART,1,1996-01-10 13:00:00,0.000000,0.000000,0.000000,2,Wednesday,13,61
ART,1,1996-01-10 14:00:00,0.000000,0.000000,0.000000,2,Wednesday,14,62
ART,1,1996-01-10 15:00:00,0.000000,0.000000,0.000000,2,Wednesday,15,63
ART,1,1996-01-10 16:00:00,0.000000,0.000000,0.000000,2,Wednesday,16,64
ART,1,1996-01-10 17:00:00,0.000000,0.000000,0.000000,2,Wednesday,17,65
ART,1,1996-01-10 18:00:00,0.000000,0.000000,0.000000,2,Wednesday,18,66
ART,1,1996-01-10 19:00:00,0.000000,0.000000,0.000000,2,Wednesday,19,67
ART,1,1996-01-10 20:00:00,0.000000,0.000000,0.000000,2,Wednesday,20,68
ART,1,1996-01-10 21:00:00,0.000000,0.000000,0.000000,2,Wednesday,21,69
ART,1,1996-01-10 22:00:00,0.000000,0.000000,0.000000,2,Wednesday,22,70
ART,1,1996-01-10 23:00:00,0.000000,0.000000,0.000000,2,Wednesday,23,71
ART,1,1996-01-11 00:00:00,0.000000,0.000000,0.000000,3,Thursday,0,72
ART,1,1996-01-11 01:00:00,0.000000,0.000000,0.000000,3,Thursday,1,73
ART,1,1996-01-11 02:00:00,0.000000,0.000000,0.000000,3,Thursday,2,74
ART,1,1996-01-11 03:00:00,0.000000,0.000000,0.000000,3,Thursday,3,75
ART,1,1996-01-11 04:00:00,0.000000,0.000000,0.000000,3,Thursday,4,76
ART,1,1996-01-11 05:00:00,1.000000,0.000000,0.133333,3,Thursday,5,77
ART,1,1996-01-11 06:00:00,0.000000,0.000000,1.000000,3,Thursday,6,78
ART,1,1996-01-11 07:00:00,0.000000,0.000000,1.000000,3,Thursday,7,79
ART,1,1996-01-11 08:00:00,1.000000,1.000000,0.350000,3,Thursday,8,80
ART,1,1996-01-11 09:00:00,2.000000,0.000000,1.866667,3,Thursday,9,81
ART,1,1996-01-11 10:00:00,2.000000,1.000000,2.583333,3,Thursday,10,82
ART,1,1996-01-11 11:00:00,4.000000,2.000000,3.466667,3,Thursday,11,83
ART,1,1996-01-11 12:00:00,1.000000,2.000000,5.433333,3,Thursday,12,84
ART,1,1996-01-11 13:00:00,0.000000,4.000000,2.366667,3,Thursday,13,85
ART,1,1996-01-11 14:00:00,1.000000,1.000000,0.933333,3,Thursday,14,86
ART,1,1996-01-11 15:00:00,0.000000,1.000000,0.083333,3,Thursday,15,87
ART,1,1996-01-11 16:00:00,0.000000,0.000000,0.000000,3,Thursday,16,88
ART,1,1996-01-11 17:00:00,0.000000,0.000000,0.000000,3,Thursday,17,89
ART,1,1996-01-11 18:00:00,0.000000,0.000000,0.000000,3,Thursday,18,90
ART,1,1996-01-11 19:00:00,0.000000,0.000000,0.000000,3,Thursday,19,91
ART,1,1996-01-11 20:00:00,0.000000,0.000000,0.000000,3,Thursday,20,92
ART,1,1996-01-11 21:00:00,0.000000,0.000000,0.000000,3,Thursday,21,93
ART,1,1996-01-11 22:00:00,0.000000,0.000000,0.000000,3,Thursday,22,94
ART,1,1996-01-11 23:00:00,0.000000,0.000000,0.000000,3,Thursday,23,95
ART,1,1996-01-12 00:00:00,0.000000,0.000000,0.000000,4,Friday,0,96
ART,1,1996-01-12 01:00:00,0.000000,0.000000,0.000000,4,Friday,1,97
ART,1,1996-01-12 02:00:00,0.000000,0.000000,0.000000,4,Friday,2,98
ART,1,1996-01-12 03:00:00,0.000000,0.000000,0.000000,4,Friday,3,99
ART,1,1996-01-12 04:00:00,0.000000,0.000000,0.000000,4,Friday,4,100
ART,1,1996-01-12 05:00:00,0.000000,0.000000,0.000000,4,Friday,5,101
ART,1,1996-01-12 06:00:00,2.000000,0.000000,0.366667,4,Friday,6,102
ART,1,1996-01-12 07:00:00,1.000000,0.000000,2.200000,4,Friday,7,103
ART,1,1996-01-12 08:00:00,1.000000,2.000000,1.816667,4,Friday,8,104
ART,1,1996-01-12 09:00:00,0.000000,1.000000,1.083333,4,Friday,9,105
ART,1,1996-01-12 10:00:00,3.000000,1.000000,1.700000,4,Friday,10,106
ART,1,1996-01-12 11:00:00,0.000000,2.000000,2.416667,4,Friday,11,107
ART,1,1996-01-12 12:00:00,2.000000,1.000000,0.950000,4,Friday,12,108
ART,1,1996-01-12 13:00:00,0.000000,0.000000,2.000000,4,Friday,13,109
ART,1,1996-01-12 14:00:00,1.000000,2.000000,0.966667,4,Friday,14,110
ART,1,1996-01-12 15:00:00,0.000000,1.000000,0.250000,4,Friday,15,111
ART,1,1996-01-12 16:00:00,1.000000,0.000000,0.366667,4,Friday,16,112
ART,1,1996-01-12 17:00:00,0.000000,1.000000,0.750000,4,Friday,17,113
ART,1,1996-01-12 18:00:00,0.000000,0.000000,0.000000,4,Friday,18,114
ART,1,1996-01-12 19:00:00,0.000000,0.000000,0.000000,4,Friday,19,115
ART,1,1996-01-12 20:00:00,0.000000,0.000000,0.000000,4,Friday,20,116
ART,1,1996-01-12 21:00:00,0.000000,0.000000,0.000000,4,Friday,21,117
ART,1,1996-01-12 22:00:00,0.000000,0.000000,0.000000,4,Friday,22,118
ART,1,1996-01-12 23:00:00,0.000000,0.000000,0.000000,4,Friday,23,119
ART,1,1996-01-13 00:00:00,0.000000,0.000000,0.000000,5,Saturday,0,120
ART,1,1996-01-13 01:00:00,0.000000,0.000000,0.000000,5,Saturday,1,121
ART,1,1996-01-13 02:00:00,0.000000,0.000000,0.000000,5,Saturday,2,122
ART,1,1996-01-13 03:00:00,0.000000,0.000000,0.000000,5,Saturday,3,123
ART,1,1996-01-13 04:00:00,0.000000,0.000000,0.000000,5,Saturday,4,124
ART,1,1996-01-13 05:00:00,0.000000,0.000000,0.000000,5,Saturday,5,125
ART,1,1996-01-13 06:00:00,0.000000,0.000000,0.000000,5,Saturday,6,126
ART,1,1996-01-13 07:00:00,0.000000,0.000000,0.000000,5,Saturday,7,127
ART,1,1996-01-13 08:00:00,0.000000,0.000000,0.000000,5,Saturday,8,128
ART,1,1996-01-13 09:00:00,0.000000,0.000000,0.000000,5,Saturday,9,129
ART,1,1996-01-13 10:00:00,0.000000,0.000000,0.000000,5,Saturday,10,130
ART,1,1996-01-13 11:00:00,0.000000,0.000000,0.000000,5,Saturday,11,131
ART,1,1996-01-13 12:00:00,0.000000,0.000000,0.000000,5,Saturday,12,132
ART,1,1996-01-13 13:00:00,0.000000,0.000000,0.000000,5,Saturday,13,133
ART,1,1996-01-13 14:00:00,0.000000,0.000000,0.000000,5,Saturday,14,134
ART,1,1996-01-13 15:00:00,0.000000,0.000000,0.000000,5,Saturday,15,135
ART,1,1996-01-13 16:00:00,0.000000,0.000000,0.000000,5,Saturday,16,136
ART,1,1996-01-13 17:00:00,0.000000,0.000000,0.000000,5,Saturday,17,137
ART,1,1996-01-13 18:00:00,0.000000,0.000000,0.000000,5,Saturday,18,138
ART,1,1996-01-13 19:00:00,0.000000,0.000000,0.000000,5,Saturday,19,139
ART,1,1996-01-13 20:00:00,0.000000,0.000000,0.000000,5,Saturday,20,140
ART,1,1996-01-13 21:00:00,0.000000,0.000000,0.000000,5,Saturday,21,141
ART,1,1996-01-13 22:00:00,0.000000,0.000000,0.000000,5,Saturday,22,142
ART,1,1996-01-13 23:00:00,0.000000,0.000000,0.000000,5,Saturday,23,143
ART,1,1996-01-14 00:00:00,0.000000,0.000000,0.000000,6,Sunday,0,144
ART,1,1996-01-14 01:00:00,0.000000,0.000000,0.000000,6,Sunday,1,145
ART,1,1996-01-14 02:00:00,0.000000,0.000000,0.000000,6,Sunday,2,146
ART,1,1996-01-14 03:00:00,0.000000,0.000000,0.000000,6,Sunday,3,147
ART,1,1996-01-14 04:00:00,0.000000,0.000000,0.000000,6,Sunday,4,148
